1570113946.0,37.690061,127.044401
1570113946,37.690061,127.044401
1570114071,37.688886,127.045469
1570114131,37.68761,127.045677
1570114151,np.nan,np.nan
1570114171,np.nan,np.nan
1570114191,37.684042,127.045923
1570114211,np.nan,np.nan
1570114231,np.nan,np.nan
1570114252,37.680983,127.045427
1570114282,np.nan,np.nan
1570114312,37.678684,127.04505
1570114327,np.nan,np.nan
1570114342,np.nan,np.nan
1570114357,np.nan,np.nan
1570114372,37.674688,127.044371
1570114432,37.67316,127.044117
1570114447,np.nan,np.nan
1570114462,np.nan,np.nan
1570114477,np.nan,np.nan
1570114493,37.669387,127.043478
1570114523,np.nan,np.nan
1570114553,37.667378,127.043131
1570114613,37.66627,127.042937
1570114633,np.nan,np.nan
1570114653,np.nan,np.nan
1570114673,37.663231,127.042464
1570114734,37.66292,127.042418
1570114749,np.nan,np.nan
1570114764,np.nan,np.nan
1570114779,np.nan,np.nan
1570114794,37.659079,127.040835
1570114824,np.nan,np.nan
1570114854,37.657344,127.03981
1570114914,37.657347,127.039812
1570114934,np.nan,np.nan
1570114954,np.nan,np.nan
1570114974,37.654848,127.038322
1570114994,np.nan,np.nan
1570115014,np.nan,np.nan
1570115034,37.652132,127.036729
1570115054,np.nan,np.nan
1570115074,np.nan,np.nan
1570115094,37.649104,127.034922
1570115155,37.64866,127.034658
1570115185,np.nan,np.nan
1570115215,37.646732,127.033512
1570115235,np.nan,np.nan
1570115255,np.nan,np.nan
1570115275,37.64392,127.031822
1570115335,37.643651,127.031586
1570115355,np.nan,np.nan
1570115375,np.nan,np.nan
1570115395,37.641533,127.029289
1570115436,37.6402,127.027871
1570115516,37.639945,127.027598
1570115546,np.nan,np.nan
1570115576,37.638307,127.025808
1570115596,np.nan,np.nan
1570115616,np.nan,np.nan
1570115636,37.6355,127.023158
1570115696,37.63527,127.023189
1570115709,np.nan,np.nan
1570115722,np.nan,np.nan
1570115735,np.nan,np.nan
1570115751,37.631226,127.024172
1570115767,np.nan,np.nan
1570115783,np.nan,np.nan
1570115799,np.nan,np.nan
1570115817,37.626928,127.025833
1570115824,np.nan,np.nan
1570115832,37.62487,127.026649
1570115912,37.62487,127.026649
1570115922,np.nan,np.nan
1570115932,np.nan,np.nan
1570115942,np.nan,np.nan
1570115952,np.nan,np.nan
1570115962,np.nan,np.nan
1570115977,37.619699,127.028712
1570116037,37.619049,127.028969
1570116045,np.nan,np.nan
1570116053,np.nan,np.nan
1570116061,np.nan,np.nan
1570116069,np.nan,np.nan
1570116081,37.613762,127.029933
1570116120,37.613762,127.029933
1570116134,np.nan,np.nan
1570116148,np.nan,np.nan
1570116162,np.nan,np.nan
1570116176,np.nan,np.nan
1570116190,np.nan,np.nan
1570116204,np.nan,np.nan
1570116218,37.607199,127.028562
1570116278,37.606129,127.027356
1570116294,np.nan,np.nan
1570116310,np.nan,np.nan
1570116326,np.nan,np.nan
1570116345,37.603578,127.024132
1570116359,np.nan,np.nan
1570116373,np.nan,np.nan
1570116387,np.nan,np.nan
1570116401,np.nan,np.nan
1570116415,37.598635,127.021674
1570116422,np.nan,np.nan
1570116429,np.nan,np.nan
1570116436,np.nan,np.nan
1570116443,np.nan,np.nan
1570116450,np.nan,np.nan
1570116461,37.593743,127.018131
1570116519,37.592856,127.016743
