1570176228.0,37.690032,127.044392
1570176228,37.690032,127.044392
1570176348,37.690294,127.045211
1570176408,37.689361,127.04541
1570176420,np.nan,np.nan
1570176432,np.nan,np.nan
1570176444,np.nan,np.nan
1570176456,np.nan,np.nan
1570176472,37.684052,127.045946
1570176491,np.nan,np.nan
1570176510,np.nan,np.nan
1570176529,37.681272,127.045479
1570176589,37.68036,127.045319
1570176609,np.nan,np.nan
1570176629,np.nan,np.nan
1570176651,37.677056,127.044775
1570176665,np.nan,np.nan
1570176679,np.nan,np.nan
1570176693,np.nan,np.nan
1570176710,37.673376,127.044153
1570176730,np.nan,np.nan
1570176750,np.nan,np.nan
1570176771,37.670196,127.043617
1570176785,np.nan,np.nan
1570176799,np.nan,np.nan
1570176813,np.nan,np.nan
1570176830,37.666298,127.042941
1570176890,37.66527,127.042774
1570176900,np.nan,np.nan
1570176910,np.nan,np.nan
1570176920,np.nan,np.nan
1570176930,np.nan,np.nan
1570176940,np.nan,np.nan
1570176950,37.659263,127.040947
1570177011,37.658147,127.040275
1570177071,37.657433,127.039862
1570177101,np.nan,np.nan
1570177131,37.655178,127.03852
1570177192,37.654415,127.038068
1570177222,np.nan,np.nan
1570177252,37.652411,127.036893
1570177272,np.nan,np.nan
1570177292,np.nan,np.nan
1570177313,37.649333,127.035058
1570177373,37.648719,127.034693
1570177403,np.nan,np.nan
1570177433,37.646478,127.033362
1570177463,np.nan,np.nan
1570177494,37.644147,127.031962
1570177554,37.643482,127.031407
1570177584,np.nan,np.nan
1570177614,37.642104,127.029892
1570177629,np.nan,np.nan
1570177644,np.nan,np.nan
1570177659,np.nan,np.nan
1570177675,37.639231,127.026809
1570177696,np.nan,np.nan
1570177717,np.nan,np.nan
1570177738,37.636659,127.024117
1570177795,37.636407,127.02373
1570177815,np.nan,np.nan
1570177835,np.nan,np.nan
1570177855,37.633068,127.023483
1570177865,np.nan,np.nan
1570177875,37.631226,127.024172
1570177925,np.nan,np.nan
1570177975,37.628897,127.025096
1570177984,np.nan,np.nan
1570177993,np.nan,np.nan
1570178002,np.nan,np.nan
1570178012,37.62487,127.026649
1570178087,37.62487,127.026649
1570178098,np.nan,np.nan
1570178109,np.nan,np.nan
1570178120,np.nan,np.nan
1570178131,np.nan,np.nan
1570178142,np.nan,np.nan
1570178156,37.619594,127.028752
1570178216,37.619028,127.028977
1570178225,np.nan,np.nan
1570178234,np.nan,np.nan
1570178243,np.nan,np.nan
1570178252,np.nan,np.nan
1570178264,37.613762,127.029933
1570178264,37.613762,127.029933
1570178346,37.613762,127.029933
1570178346,37.613762,127.029933
1570178367,np.nan,np.nan
1570178388,np.nan,np.nan
1570178409,np.nan,np.nan
1570178430,np.nan,np.nan
1570178451,np.nan,np.nan
1570178472,np.nan,np.nan
1570178493,np.nan,np.nan
1570178517,37.6067,127.028013
1570178537,np.nan,np.nan
1570178557,np.nan,np.nan
1570178578,37.604372,127.025254
1570178593,np.nan,np.nan
1570178608,np.nan,np.nan
1570178623,np.nan,np.nan
1570178638,37.601459,127.021988
1570178668,np.nan,np.nan
1570178698,37.598953,127.021695
1570178718,np.nan,np.nan
1570178738,np.nan,np.nan
1570178758,37.595809,127.02041
1570178788,np.nan,np.nan
1570178818,37.593868,127.018193
1570178831,np.nan,np.nan
1570178844,np.nan,np.nan
1570178859,37.592365,127.01444
1570178919,37.592128,127.01368
1570178979,37.591955,127.013313
1570178998,np.nan,np.nan
1570179017,np.nan,np.nan
1570179036,np.nan,np.nan
1570179055,37.589853,127.009232
1570179055,37.589853,127.009232
1570179081,np.nan,np.nan
1570179107,np.nan,np.nan
1570179133,np.nan,np.nan
1570179160,37.587866,127.00428
1570179180,np.nan,np.nan
1570179200,np.nan,np.nan
1570179220,37.585675,127.001218
1570179239,np.nan,np.nan
1570179258,np.nan,np.nan
1570179277,np.nan,np.nan
1570179296,37.582671,126.99834
1570179302,np.nan,np.nan
1570179308,np.nan,np.nan
1570179314,np.nan,np.nan
1570179323,37.579183,126.996566
1570179380,37.579183,126.996566
1570179406,np.nan,np.nan
1570179432,np.nan,np.nan
1570179460,37.576485,126.997137
1570179521,37.576484,126.997137
1570179581,37.576264,126.997171
1570179616,np.nan,np.nan
1570179652,37.574428,126.997437
1570179664,np.nan,np.nan
1570179676,np.nan,np.nan
1570179688,np.nan,np.nan
1570179701,37.570676,126.996418
1570179713,np.nan,np.nan
1570179725,np.nan,np.nan
1570179737,np.nan,np.nan
1570179749,np.nan,np.nan
1570179762,37.570421,126.990521
1570179822,37.570336,126.988846
1570179882,37.570327,126.988654
1570179942,37.570266,126.986881
1570179972,np.nan,np.nan
1570180003,37.570295,126.983782
1570180063,37.570274,126.981956
1570180083,np.nan,np.nan
1570180103,np.nan,np.nan
1570180123,37.5703,126.978123
1570180184,37.570307,126.977348
1570180244,37.570305,126.977257
1570180256,np.nan,np.nan
1570180268,np.nan,np.nan
1570180280,np.nan,np.nan
1570180292,np.nan,np.nan
1570180308,37.569412,126.970609
1570180364,37.569389,126.97052
1570180379,np.nan,np.nan
1570180394,np.nan,np.nan
1570180409,np.nan,np.nan
1570180424,37.566528,126.967151
1570180484,37.565044,126.965878
