1570124014.0,37.689998,127.04438
1570124074,37.690294,127.045215
1570124135,37.688586,127.045514
1570124165,np.nan,np.nan
1570124195,37.686474,127.045847
1570124215,np.nan,np.nan
1570124235,np.nan,np.nan
1570124256,37.683478,127.045876
1570124266,np.nan,np.nan
1570124276,np.nan,np.nan
1570124286,np.nan,np.nan
1570124296,np.nan,np.nan
1570124306,np.nan,np.nan
1570124317,37.677875,127.044921
1570124337,np.nan,np.nan
1570124357,np.nan,np.nan
1570124377,37.674348,127.044314
1570124407,np.nan,np.nan
1570124437,37.671804,127.043891
1570124497,37.671115,127.043776
1570124512,np.nan,np.nan
1570124527,np.nan,np.nan
1570124542,np.nan,np.nan
1570124558,37.667352,127.043127
1570124598,37.667237,127.043107
1570124662,37.665869,127.042868
1570124681,np.nan,np.nan
1570124700,np.nan,np.nan
1570124719,37.663104,127.042445
1570124779,37.662933,127.04242
1570124795,np.nan,np.nan
1570124811,np.nan,np.nan
1570124827,np.nan,np.nan
1570124844,37.658718,127.040614
1570124855,np.nan,np.nan
1570124866,np.nan,np.nan
1570124877,np.nan,np.nan
1570124888,np.nan,np.nan
1570124900,37.654289,127.037994
1570124961,37.653038,127.037261
1570124973,np.nan,np.nan
1570124985,np.nan,np.nan
1570124997,np.nan,np.nan
1570125009,np.nan,np.nan
1570125021,37.648734,127.034702
1570125051,np.nan,np.nan
1570125082,37.646892,127.033608
1570125112,np.nan,np.nan
1570125143,37.644892,127.032417
1570125202,37.643391,127.031312
1570125226,np.nan,np.nan
1570125250,np.nan,np.nan
1570125274,37.641242,127.029043
1570125322,37.640216,127.027888
1570125342,np.nan,np.nan
1570125362,np.nan,np.nan
1570125382,37.638113,127.025597
1570125418,np.nan,np.nan
1570125455,37.636659,127.024117
1570125479,np.nan,np.nan
1570125503,37.634601,127.023227
1570125517,np.nan,np.nan
1570125531,np.nan,np.nan
1570125546,37.631226,127.024172
1570125624,37.630674,127.024424
1570125643,np.nan,np.nan
1570125662,np.nan,np.nan
1570125683,37.627828,127.025476
1570125693,np.nan,np.nan
1570125703,np.nan,np.nan
1570125713,37.62487,127.026649
1570125758,37.62487,127.026649
1570125775,np.nan,np.nan
1570125792,np.nan,np.nan
1570125809,np.nan,np.nan
1570125826,np.nan,np.nan
1570125843,np.nan,np.nan
1570125863,37.619644,127.028733
1570125893,np.nan,np.nan
1570125924,37.61776,127.029503
1570125935,np.nan,np.nan
1570125946,np.nan,np.nan
1570125957,np.nan,np.nan
1570125968,37.613762,127.029933
1570126023,37.613762,127.029933
1570126023,37.613762,127.029933
1570126043,np.nan,np.nan
1570126063,np.nan,np.nan
1570126083,np.nan,np.nan
1570126103,np.nan,np.nan
1570126123,np.nan,np.nan
1570126143,np.nan,np.nan
1570126166,37.606827,127.028159
1570126196,np.nan,np.nan
1570126226,37.605165,127.026246
1570126256,np.nan,np.nan
1570126286,37.603701,127.024334
1570126301,np.nan,np.nan
1570126316,np.nan,np.nan
1570126331,np.nan,np.nan
1570126346,37.600551,127.02182
1570126407,37.599062,127.021702
1570126437,np.nan,np.nan
1570126467,37.596655,127.021231
1570126487,np.nan,np.nan
1570126507,np.nan,np.nan
1570126528,37.593954,127.018291
1570126588,37.59327,127.017472
1570126608,np.nan,np.nan
1570126628,np.nan,np.nan
1570126648,37.592043,127.013489
1570126708,37.591934,127.013271
1570126716,np.nan,np.nan
1570126724,np.nan,np.nan
1570126732,np.nan,np.nan
1570126741,37.589853,127.009232
1570126785,np.nan,np.nan
1570126829,37.588643,127.006377
1570126844,np.nan,np.nan
1570126859,np.nan,np.nan
1570126874,np.nan,np.nan
1570126892,37.586243,127.001744
1570126950,37.585163,127.000781
1570126957,np.nan,np.nan
1570126964,np.nan,np.nan
1570126972,37.582671,126.99834
1570126998,np.nan,np.nan
1570127024,np.nan,np.nan
1570127050,np.nan,np.nan
1570127078,37.579183,126.996566
1570127078,37.579183,126.996566
1570127078,37.579183,126.996566
1570127121,np.nan,np.nan
1570127164,np.nan,np.nan
1570127207,np.nan,np.nan
1570127252,37.574761,126.9974
1570127312,37.574449,126.997435
1570127332,np.nan,np.nan
1570127352,np.nan,np.nan
1570127372,37.571629,126.997651
1570127392,37.571112,126.997483
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127453,37.570904,126.997247
1570127483,np.nan,np.nan
1570127513,np.nan,np.nan
1570127543,np.nan,np.nan
1570127573,np.nan,np.nan
1570127603,np.nan,np.nan
1570127633,np.nan,np.nan
1570127663,np.nan,np.nan
1570127693,np.nan,np.nan
1570127723,np.nan,np.nan
1570127753,np.nan,np.nan
1570127783,np.nan,np.nan
1570127813,np.nan,np.nan
1570127843,np.nan,np.nan
1570127873,np.nan,np.nan
1570127903,np.nan,np.nan
1570127933,np.nan,np.nan
1570127963,np.nan,np.nan
1570127993,np.nan,np.nan
1570128023,np.nan,np.nan
1570128053,np.nan,np.nan
1570128083,np.nan,np.nan
1570128113,np.nan,np.nan
1570128143,np.nan,np.nan
1570128173,np.nan,np.nan
1570128203,np.nan,np.nan
1570128233,np.nan,np.nan
1570128263,np.nan,np.nan
1570128293,np.nan,np.nan
1570128323,np.nan,np.nan
1570128353,np.nan,np.nan
1570128383,np.nan,np.nan
1570128413,np.nan,np.nan
1570128443,np.nan,np.nan
1570128473,np.nan,np.nan
1570128503,np.nan,np.nan
1570128533,np.nan,np.nan
1570128563,np.nan,np.nan
1570128593,np.nan,np.nan
1570128623,np.nan,np.nan
1570128653,np.nan,np.nan
1570128683,np.nan,np.nan
1570128713,np.nan,np.nan
1570128743,np.nan,np.nan
1570128773,np.nan,np.nan
1570128803,np.nan,np.nan
1570128833,np.nan,np.nan
1570128863,np.nan,np.nan
1570128893,np.nan,np.nan
1570128923,np.nan,np.nan
1570128953,np.nan,np.nan
1570128983,np.nan,np.nan
1570129039,37.542204,126.949303
1570129054,np.nan,np.nan
1570129069,np.nan,np.nan
1570129084,np.nan,np.nan
1570129099,37.539637,126.945805
1570129159,37.538991,126.944934
1570129169,np.nan,np.nan
1570129179,np.nan,np.nan
1570129189,np.nan,np.nan
1570129199,np.nan,np.nan
1570129209,np.nan,np.nan
1570129220,37.535233,126.938959
1570129226,np.nan,np.nan
1570129232,np.nan,np.nan
1570129238,np.nan,np.nan
1570129244,np.nan,np.nan
1570129250,np.nan,np.nan
1570129256,np.nan,np.nan
1570129262,np.nan,np.nan
1570129268,np.nan,np.nan
1570129280,37.529666,126.93023
1570129290,np.nan,np.nan
1570129300,np.nan,np.nan
1570129310,np.nan,np.nan
1570129320,np.nan,np.nan
1570129330,np.nan,np.nan
1570129340,37.525918,126.924288
1570129401,37.525542,126.923686
1570129416,np.nan,np.nan
1570129431,np.nan,np.nan
1570129446,np.nan,np.nan
1570129461,37.523004,126.91958
1570129491,np.nan,np.nan
1570129521,37.521881,126.91742
1570129531,np.nan,np.nan
1570129541,np.nan,np.nan
1570129551,np.nan,np.nan
1570129561,np.nan,np.nan
1570129571,np.nan,np.nan
1570129582,37.518309,126.911904
1570129600,np.nan,np.nan
1570129618,np.nan,np.nan
1570129636,np.nan,np.nan
1570129655,37.516588,126.90703
1570129703,37.516728,126.907414
1570129763,37.516723,126.907399
1570129778,np.nan,np.nan
1570129793,np.nan,np.nan
1570129808,np.nan,np.nan
1570129823,37.514964,126.902291
1570129853,np.nan,np.nan
1570129883,37.514082,126.899741
1570129913,np.nan,np.nan
1570129943,37.513071,126.896833
1570129958,np.nan,np.nan
1570129973,np.nan,np.nan
1570129988,np.nan,np.nan
1570130003,37.511195,126.892302
1570130063,37.510437,126.890753
1570130107,37.509752,126.889423
1570130148,37.509752,126.889423
1570130148,37.509752,126.889423
1570130174,np.nan,np.nan
1570130200,np.nan,np.nan
1570130226,np.nan,np.nan
1570130252,np.nan,np.nan
1570130278,np.nan,np.nan
1570130308,37.505997,126.883864
1570130316,np.nan,np.nan
1570130324,np.nan,np.nan
1570130332,np.nan,np.nan
1570130340,np.nan,np.nan
1570130348,np.nan,np.nan
1570130356,np.nan,np.nan
1570130364,37.501767,126.877886
1570130384,np.nan,np.nan
1570130404,np.nan,np.nan
1570130424,37.499872,126.874589
1570130454,np.nan,np.nan
1570130485,37.49901,126.871537
1570130515,np.nan,np.nan
1570130545,37.499639,126.868313
1570130605,37.499674,126.867946
1570130625,np.nan,np.nan
1570130645,np.nan,np.nan
1570130666,37.497883,126.864704
1570130686,np.nan,np.nan
1570130706,np.nan,np.nan
1570130726,37.49685,126.860467
1570130794,37.496917,126.860078
1570130809,np.nan,np.nan
1570130824,np.nan,np.nan
1570130839,np.nan,np.nan
1570130854,37.497327,126.855204
1570130880,np.nan,np.nan
1570130907,37.497763,126.852973
1570130922,np.nan,np.nan
1570130937,np.nan,np.nan
1570130952,np.nan,np.nan
1570130967,37.497881,126.847399
1570130997,np.nan,np.nan
1570131027,37.496462,126.844684
1570131059,np.nan,np.nan
1570131091,37.495602,126.842537
1570131119,np.nan,np.nan
1570131147,37.494433,126.839989
1570131177,np.nan,np.nan
1570131208,37.493283,126.837233
1570131268,37.493267,126.835781
