온수동종점,37.6899483575,127.0443522431,109000406
온수동종점,37.6891946492,127.0454312498,109000001
온수동종점,37.6840520197,127.0459462612,109000003
온수동종점,37.6777746252,127.0449209186,109000005
온수동종점,37.6732893619,127.0441473394,109000007
온수동종점,37.6699988428,127.0435774615,109000019
온수동종점,37.6663334805,127.0429813465,109000009
온수동종점,37.6589364195,127.0407623758,109000011
온수동종점,37.6545598452,127.0381736668,109000013
온수동종점,37.6488174173,127.0347686574,109000015
온수동종점,37.6452929962,127.0326524367,109000017
온수동종점,37.6412417798,127.0290427051,108000001
온수동종점,37.6384770489,127.0261000734,108000378
온수동종점,37.6366590882,127.0241165419,108000003
온수동종점,37.6312262117,127.0241719892,108000005
온수동종점,37.6248696784,127.0266493048,108000007
온수동종점,37.6197140913,127.028719403,108000009
온수동종점,37.6137621245,127.0299325391,108000011
온수동종점,37.6069061871,127.028209324,107000001
온수동종점,37.6036262275,127.0241681657,107000003
온수동종점,37.5988112954,127.0217090638,107000005
온수동종점,37.5937432794,127.0181313708,107000007
온수동종점,37.5898525089,127.0092322385,107000009
온수동종점,37.586243,127.001744,100000005
온수동종점,37.5826711749,126.9983401004,100000003
온수동종점,37.5791830159,126.9965660023,100000002
온수동종점,37.5745325055,126.9973383362,100000102
온수동종점,37.5703605443,126.9899877751,100000391
온수동종점,37.5702571998,126.9862474502,100000389
온수동종점,37.5702290311,126.9813906402,100000387
온수동종점,37.570216807,126.978085488,100000385
온수동종점,37.569412,126.970609,100000379
온수동종점,37.566137,126.966893,101000305
온수동종점,37.56002266,126.9626986577,112000429
온수동종점,37.5548981253,126.9573351399,113000010
온수동종점,37.5507703612,126.9553048134,113000008
온수동종점,37.5470777755,126.9532416189,113000006
온수동종점,37.5445016819,126.9513544428,113000004
온수동종점,37.540277175,126.9467854312,113000002
온수동종점,37.5260593379,126.9246697181,118000008
온수동종점,37.523605,126.920262,118000067
온수동종점,37.516587933,126.9070303774,118000006
온수동종점,37.5140403403,126.8997458122,118000004
온수동종점,37.511202,126.892312,118000002
온수동종점,37.5097523349,126.889423278,116000001
온수동종점,37.5060021376,126.8839791469,116000003
온수동종점,37.4997974847,126.8746047485,116000005
온수동종점,37.4996343963,126.8679976691,116000007
온수동종점,37.4967973409,126.8606016235,116000009
온수동종점,37.497351723,126.8555213887,116000011
온수동종점,37.4965314426,126.844651036,116000084
온수동종점,37.4956023105,126.842536958,116000086
온수동종점,37.4942645442,126.8394647757,116000088
온수동종점,37.4933027885,126.8359813615,116000156
온수동종점,37.4932724033,126.8329863556,116000094
온수동종점,37.4933,126.830847,116000096
온수동종점,37.492802,126.82376,116000098
온수동종점,37.4919218498,126.821378915,116000195
