개포동,37.616889048,127.0028047709,107000071
개포동,37.6135233631,127.0062481498,107000073
개포동,37.612293899,127.0079858233,107000518
개포동,37.6115696748,127.0084193769,107000075
개포동,37.6084653256,127.0098212542,107000077
개포동,37.6051645031,127.0114121305,107000079
개포동,37.6033583637,127.0146827395,107000029
개포동,37.602183616,127.0190949626,107000031
개포동,37.5988112954,127.0217090638,107000005
개포동,37.5937432794,127.0181313708,107000007
개포동,37.5898525089,127.0092322385,107000009
개포동,37.586243,127.001744,100000005
개포동,37.5826711749,126.9983401004,100000003
개포동,37.5791830159,126.9965660023,100000002
개포동,37.5745325055,126.9973383362,100000102
개포동,37.5706271118,126.9952838124,100000393
개포동,37.5703605443,126.9899877751,100000391
개포동,37.5702571998,126.9862474502,100000389
개포동,37.5644917964,126.9820649381,101000041
개포동,37.5607641991,126.981512142,101000045
개포동,37.558455773,126.982669512,101000048
개포동,37.5398054732,126.9871086322,102000056
개포동,37.5377076472,126.9864583325,102000057
개포동,37.5296117273,126.9911055786,102000060
개포동,37.5245025908,126.9924287738,102000062
개포동,37.5076135113,126.9995927933,121000302
개포동,37.5057382586,127.003792583,121000020
개포동,37.5094758176,127.0080006792,121000132
개포동,37.5134704636,127.0069649098,121000130
개포동,37.5165006388,127.0100874797,121000098
개포동,37.5155902619,127.0128261136,121000106
개포동,37.5167795255,127.0144598682,121000103
개포동,37.5196944471,127.0155351771,121000101
개포동,37.5229277357,127.0204991277,122000001
개포동,37.5253868122,127.0252663803,122000003
개포동,37.5282986659,127.0311225746,122000049
개포동,37.5287469102,127.0360581401,122000055
개포동,37.527929495,127.0392574486,122000057
개포동,37.5264613268,127.045085725,122000079
개포동,37.5244285458,127.0514609787,122000065
개포동,37.5223335305,127.0553581779,122000067
개포동,37.5207652149,127.0562111719,122000068
개포동,37.5149677625,127.0594353837,122000086
개포동,37.5101428048,127.0620909328,122000096
개포동,37.5072431315,127.0636517443,122000330
개포동,37.5040741974,127.0614966158,122000146
개포동,37.501646012,127.0591748622,122000159
개포동,37.4979369667,127.0611545494,122000121
개포동,37.4962613463,127.0620556876,122000122
개포동,37.492458,127.06408,122000128
개포동,37.4884889232,127.0661225469,122000248
개포동,37.48653,127.067244,122000247
개포동,37.485273,127.065984,122000244
개포동,37.483553,127.063564,122000349
개포동,37.4814103351,127.0618884925,122000233
개포동,37.480169,127.063512,122000343
정릉,37.4802460794,127.0636367512,122000241
정릉,37.4837015782,127.0640806819,122000242
정릉,37.484782057,127.0656239958,122000243
정릉,37.4867075784,127.0674711689,122000249
정릉,37.4884344158,127.0664157055,122000250
정릉,37.492785,127.064278,122000136
정릉,37.4955959062,127.0628615031,122000130
정릉,37.4980989737,127.0615233829,122000131
정릉,37.5010563167,127.0599174839,122000144
정릉,37.5039658555,127.0618980584,122000145
정릉,37.5074914751,127.0643170582,122000139
정릉,37.5104082978,127.0627189531,122000094
정릉,37.5151079658,127.0601628839,122000089
정릉,37.5191874549,127.0579408838,122000085
정릉,37.5210622455,127.0569049016,122000069
정릉,37.5227837764,127.0560022536,122000066
정릉,37.5246709071,127.0494314367,122000064
정릉,37.5268028293,127.045122136,122000063
정릉,37.5282700029,127.0395789565,122000056
정릉,37.529043209,127.0365866714,122000054
정릉,37.5284384777,127.030580671,122000048
정릉,37.5252779533,127.0244392928,122000004
정릉,37.5235638197,127.0210219949,122000002
정릉,37.519963891,127.0154198388,121000102
정릉,37.5171426774,127.0143897993,121000104
정릉,37.5155920192,127.0132333639,121000105
정릉,37.5168241459,127.0099438521,121000128
정릉,37.5137525169,127.0068133523,121000129
정릉,37.5092091078,127.0077585838,121000131
정릉,37.5062923789,127.0052834138,121000019
정릉,37.5069439929,127.0003902363,121000303
정릉,37.525474865,126.9922521773,102000061
정릉,37.5302839538,126.9912039368,102000059
정릉,37.5371418254,126.9870570383,102000058
정릉,37.5397253123,126.987449262,102000055
정릉,37.5441651906,126.9885472441,102000054
정릉,37.5594623018,126.9827190831,101000049
정릉,37.562885,126.982008,101000043
정릉,37.5675190047,126.9829289124,101000040
정릉,37.5701386788,126.9855426998,100000388
정릉,37.5702449756,126.9895646721,100000390
정릉,37.5705069968,126.9947218896,100000392
정릉,37.570756793,126.9988498093,100000394
정릉,37.5745,127.00223,100000108
정릉,37.578043,127.002437,100000123
정릉,37.5811194873,127.0022769364,100000124
정릉,37.5845697705,127.0017176887,100000133
정릉,37.5893128206,127.0083738392,107000010
정릉,37.593306296,127.017839099,107000008
정릉,37.5979210002,127.0218209221,107000006
정릉,37.6031820895,127.023685545,107000004
정릉,37.6020133759,127.0237044279,107000034
정릉,37.6029875372,127.0181336142,107000497
정릉,37.603698019,127.0151143204,107000030
정릉,37.6051401498,127.0116579021,107000080
정릉,37.6080327763,127.0101519307,107000078
정릉,37.6110767456,127.0089018493,107000076
정릉,37.6120835499,127.008329146,107000519
정릉,37.61351,127.006451,107000074
정릉,37.616708,127.00386,107000072
정릉,37.617689,127.000797,107000246
