당곡사거리,37.66275,127.012688,108000014
당곡사거리,37.660809,127.013424,108000015
당곡사거리,37.659690941,127.0137598307,108000017
당곡사거리,37.654607,127.012832,108000018
당곡사거리,37.6513809333,127.0126091716,108000019
당곡사거리,37.6491109904,127.0137114618,108000020
당곡사거리,37.6467578286,127.0170948735,108000037
당곡사거리,37.6450886664,127.019428906,108000038
당곡사거리,37.6433419431,127.0218795295,108000040
당곡사거리,37.640412,127.02602,108000058
당곡사거리,37.6384770489,127.0261000734,108000378
당곡사거리,37.6366590882,127.0241165419,108000003
당곡사거리,37.6312262117,127.0241719892,108000005
당곡사거리,37.6248696784,127.0266493048,108000007
당곡사거리,37.6197140913,127.028719403,108000009
당곡사거리,37.6137621245,127.0299325391,108000011
당곡사거리,37.6069061871,127.028209324,107000001
당곡사거리,37.6036262275,127.0241681657,107000003
당곡사거리,37.6025574883,127.0195763985,107000032
당곡사거리,37.603698019,127.0151143204,107000030
당곡사거리,37.6048635476,127.0113350677,107000028
당곡사거리,37.606138,127.007657,107000026
당곡사거리,37.607888,127.002378,107000024
당곡사거리,37.60863,127.00006,107000022
당곡사거리,37.6107219376,126.9947703724,107000020
당곡사거리,37.6104295575,126.9764662019,100000064
당곡사거리,37.6087663115,126.9729985215,100000063
당곡사거리,37.6066073749,126.9695663093,100000062
당곡사거리,37.6053223656,126.9660432906,100000061
당곡사거리,37.6043709709,126.9635350292,100000060
당곡사거리,37.6025022799,126.9612198463,100000038
당곡사거리,37.6007325989,126.9587223861,100000039
당곡사거리,37.59691,126.956263,112000090
당곡사거리,37.5957597113,126.9521330685,112000088
당곡사거리,37.595642031,126.948705185,112000086
당곡사거리,37.5928208988,126.9470605857,112000084
당곡사거리,37.5921901747,126.9432629345,112000082
당곡사거리,37.5902190328,126.9387349166,112000080
당곡사거리,37.5874282224,126.9351046694,112000078
당곡사거리,37.5810994439,126.935975195,112000075
당곡사거리,37.5786159669,126.9358425895,112000074
당곡사거리,37.5751824266,126.9351390733,112000072
당곡사거리,37.5724773892,126.935209346,112000070
당곡사거리,37.5680790173,126.931757028,112000068
당곡사거리,37.5661696097,126.9302271546,112000066
당곡사거리,37.5617697328,126.9320446385,112000010
당곡사거리,37.5599353521,126.9357001425,112000012
당곡사거리,37.5586548162,126.9425311318,112000127
당곡사거리,37.5562422457,126.9400304329,112000059
당곡사거리,37.5540291075,126.9348325761,113000113
당곡사거리,37.5507124982,126.932199547,113000112
당곡사거리,37.5485959514,126.9313858434,113000110
당곡사거리,37.5306422804,126.919153684,118000195
