1570169214.0,37.61674,127.00343
1570169234.0,37.616005,127.004234
1570169254.0,37.615326,127.00505
1570169274.0,37.61456,127.00592
1570169334.0,37.613056,127.00684
1570169394.0,37.612366,127.00805
1570169424.0,37.6114,127.0087
1570169454.0,37.6105,127.009
1570169474.0,37.609478,127.009575
1570169494.0,37.608376,127.00977
1570169514.0,37.607407,127.010345
1570169539.0,37.606224,127.010956
1570169565.0,37.605145,127.01131
1570169588.0,37.604473,127.01245
1570169611.0,37.603794,127.01335
1570169634.0,37.6033,127.0142
1570169664.0,37.603123,127.01553
1570169694.0,37.602985,127.016495
1570169714.0,37.602665,127.01797
1570169734.0,37.60239,127.01932
1570169755.0,37.602016,127.02026
1570169775.0,37.60097,127.02102
1570169795.0,37.599915,127.0216
1570169815.0,37.59878,127.02175
1570169875.0,37.598427,127.02174
1570169887.0,37.59752,127.02121
1570169899.0,37.596584,127.020905
1570169911.0,37.595722,127.02022
1570169923.0,37.594826,127.019356
1570169935.0,37.59398,127.01816
1570169950.0,37.593456,127.017204
1570169965.0,37.59296,127.01586
1570169980.0,37.59254,127.01489
1570169996.0,37.592148,127.01358
1570170056.0,37.59159,127.01335
1570170069.0,37.591164,127.012054
1570170082.0,37.590733,127.011116
1570170095.0,37.590267,127.010254
1570170109.0,37.58987,127.00939
1570170144.0,37.58986,127.00937
1570170167.0,37.589478,127.0082
1570170190.0,37.589046,127.0073
1570170213.0,37.58863,127.006355
1570170237.0,37.58815,127.00504
1570170257.0,37.587692,127.00408
1570170277.0,37.58711,127.00279
1570170297.0,37.58656,127.00195
1570170338.0,37.586502,127.001945
1570170364.0,37.58559,127.00115
1570170390.0,37.584652,127.00029
1570170418.0,37.583576,126.99947
1570170462.0,37.582657,126.99826
1570170478.0,37.581787,126.99755
1570170494.0,37.580883,126.997284
1570170510.0,37.580074,126.996704
1570170528.0,37.5792,126.996605
1570170596.0,37.579166,126.996605
1570170616.0,37.57822,126.99664
1570170636.0,37.577282,126.996796
1570170658.0,37.57629,126.99723
1570170717.0,37.57455,126.99737
1570170759.0,37.573814,126.99741
1570170820.0,37.573742,126.997406
1570170840.0,37.572636,126.99711
1570170860.0,37.571587,126.99644
1570170880.0,37.5706,126.99527
1570170899.0,37.57045,126.99431
1570170918.0,37.57036,126.99284
1570170937.0,37.570354,126.991455
1570170957.0,37.570408,126.99032
1570171000.0,37.57032,126.9884
1570171033.0,37.57032,126.98742
1570171067.0,37.570225,126.986115
1570171101.0,37.570225,126.98518
1570171121.0,37.56942,126.984406
1570171141.0,37.56846,126.98365
1570171161.0,37.567482,126.98295
1570171181.0,37.56639,126.982704
1570171241.0,37.566372,126.9827
1570171275.0,37.565453,126.98219
1570171310.0,37.564472,126.9821
1570171335.0,37.563328,126.98151
1570171361.0,37.562187,126.98134
1570171421.0,37.561607,126.9812
1570171481.0,37.560623,126.98193
1570171541.0,37.5605,126.981964
1570171561.0,37.55944,126.98216
1570171581.0,37.558327,126.982834
1570171601.0,37.55718,126.98303
1570171611.0,37.556202,126.98305
1570171621.0,37.55528,126.98303
1570171627.0,37.554325,126.98346
1570171633.0,37.55341,126.98363
1570171639.0,37.552513,126.9837
1570171645.0,37.551624,126.98422
1570171651.0,37.550728,126.9844
1570171657.0,37.54982,126.98457
1570171663.0,37.548897,126.98509
1570171669.0,37.548054,126.98522
1570171675.0,37.547142,126.98569
1570171681.0,37.546196,126.98591
1570171687.0,37.54536,126.98605
1570171693.0,37.54444,126.98648
1570171699.0,37.543495,126.986664
1570171705.0,37.54259,126.98674
1570171711.0,37.54165,126.98683
1570171717.0,37.54078,126.987015
1570171730.0,37.539803,126.98727
1570171782.0,37.538692,126.98673
1570171812.0,37.53773,126.9867
1570171842.0,37.536743,126.9867
1570171849.0,37.535854,126.987076
1570171856.0,37.534966,126.987495
1570171863.0,37.53411,126.988205
1570171870.0,37.533226,126.988884
1570171877.0,37.532417,126.98957
1570171884.0,37.531532,126.98993
1570171891.0,37.53065,126.99056
1570171903.0,37.529755,126.99126
1570171933.0,37.52865,126.99129
1570171963.0,37.52762,126.99132
1570171982.0,37.52657,126.99188
1570172001.0,37.52555,126.99205
1570172020.0,37.524456,126.9926
1570172033.0,37.523617,126.99278
1570172046.0,37.522667,126.99285
1570172059.0,37.52177,126.99338
1570172072.0,37.520954,126.99355
1570172085.0,37.520065,126.993744
1570172091.0,37.519207,126.994286
1570172097.0,37.518326,126.99448
1570172103.0,37.51752,126.99507
1570172109.0,37.516655,126.99527
1570172115.0,37.515827,126.99585
1570172121.0,37.514935,126.99625
1570172127.0,37.51412,126.99662
1570172133.0,37.513306,126.99719
1570172145.0,37.512432,126.99738
1570172155.0,37.51142,126.99756
1570172165.0,37.510338,126.998085
1570172175.0,37.509396,126.998215
1570172185.0,37.508434,126.998825
1570172195.0,37.507633,126.999176
1570172205.0,37.506878,126.99985
1570172225.0,37.506332,127.00118
1570172245.0,37.505886,127.00253
1570172266.0,37.50562,127.00366
1570172281.0,37.50573,127.00502
1570172296.0,37.506058,127.006386
1570172311.0,37.50647,127.00731
1570172326.0,37.507008,127.00807
1570172348.0,37.50779,127.00811
1570172370.0,37.508743,127.008064
1570172392.0,37.50969,127.007904
1570172446.0,37.51056,127.0073
1570172466.0,37.511692,127.007256
1570172486.0,37.512825,127.007256
1570172506.0,37.513893,127.00731
1570172520.0,37.51488,127.008064
1570172534.0,37.51574,127.008934
1570172548.0,37.516453,127.01019
1570172587.0,37.516117,127.01131
1570172626.0,37.51565,127.01268
1570172686.0,37.515263,127.01343
1570172746.0,37.51526,127.01344
1570172806.0,37.515495,127.014015
1570172826.0,37.51633,127.01419
1570172846.0,37.51719,127.01473
1570172866.0,37.51818,127.01493
1570172896.0,37.519196,127.01511
1570172926.0,37.520184,127.01568
1570172987.0,37.520824,127.01642
1570173047.0,37.521328,127.01722
1570173068.0,37.52187,127.01814
1570173089.0,37.522385,127.01946
1570173111.0,37.5229,127.02041
1570173123.0,37.52343,127.02164
1570173135.0,37.523994,127.02255
1570173147.0,37.52442,127.02339
1570173159.0,37.52492,127.02435
1570173172.0,37.525383,127.02541
1570173172.0,37.525406,127.02543
1570173229.0,37.526104,127.02637
1570173287.0,37.526833,127.02774
1570173348.0,37.52781,127.02941
1570173378.0,37.528244,127.03041
1570173409.0,37.528652,127.0317
1570173468.0,37.52903,127.03327
1570173529.0,37.529034,127.03336
1570173549.0,37.52899,127.034706
1570173569.0,37.52883,127.03575
1570173589.0,37.5286,127.0371
1570173619.0,37.528233,127.03861
1570173649.0,37.52785,127.04011
1570173669.0,37.52759,127.04147
1570173689.0,37.527245,127.04249
1570173710.0,37.526894,127.04387
1570173730.0,37.526306,127.04469
1570173750.0,37.52566,127.04564
1570173770.0,37.525043,127.04695
1570173830.0,37.5243,127.04854
1570173845.0,37.52442,127.04998
1570173860.0,37.524605,127.05096
1570173875.0,37.52478,127.05226
1570173890.0,37.524803,127.053085
1570173910.0,37.52412,127.053894
1570173930.0,37.5233,127.05473
1570173950.0,37.52248,127.0554
1570173970.0,37.5217,127.05608
1570173990.0,37.52082,127.05631
1570174011.0,37.519875,127.05689
1570174023.0,37.518997,127.057594
1570174035.0,37.518036,127.05784
1570174047.0,37.517113,127.05845
1570174059.0,37.51615,127.05913
1570174071.0,37.51524,127.05936
1570174136.0,37.514744,127.05988
1570174147.0,37.513954,127.06009
1570174158.0,37.51312,127.06068
1570174169.0,37.51225,127.061066
1570174180.0,37.511444,127.06148
1570174191.0,37.51061,127.06212
1570174252.0,37.50935,127.062805
1570174312.0,37.50891,127.06298
1570174332.0,37.50797,127.06371
1570174352.0,37.50691,127.06433
1570174372.0,37.506027,127.06451
1570174392.0,37.50535,127.06377
1570174412.0,37.504734,127.062935
1570174432.0,37.50418,127.061615
1570174492.0,37.503483,127.059906
1570174552.0,37.50345,127.05987
1570174612.0,37.50218,127.05902
1570174624.0,37.501373,127.05909
1570174636.0,37.50054,127.059235
1570174648.0,37.499657,127.05989
1570174660.0,37.498844,127.06055
1570174672.0,37.49794,127.06128
1570174702.0,37.497097,127.06159
1570174733.0,37.496197,127.06222
1570174763.0,37.495247,127.06294
1570174793.0,37.494244,127.0636
1570174813.0,37.4931,127.063896
1570174834.0,37.49195,127.0645
1570174846.0,37.49088,127.06522
1570174858.0,37.489944,127.06586
1570174870.0,37.489,127.066185
1570174882.0,37.488155,127.066795
1570174894.0,37.48732,127.06698
1570174908.0,37.486538,127.06738
1570174908.0,37.486504,127.06738
1570174964.0,37.48575,127.06666
1570175020.0,37.484997,127.06586
1570175034.0,37.484356,127.06457
1570175048.0,37.483677,127.0637
